Rxn name	Formula	Gene-reaction association	LB	UB	Objective
r_2671_c	s_3210_c + s_3278_c  <=> s_3303_c + s_3264_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2672_c	s_3211_c + s_3278_c  <=> s_3297_c + s_3308_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2673_c	s_3212_c + s_3278_c  <=> s_3299_c + s_3308_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2674_c	s_3213_c + s_3278_c  <=> s_3301_c + s_3308_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2675_c	s_3214_c + s_3278_c  <=> s_3303_c + s_3308_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2676_c	s_3207_c + s_3279_c  <=> s_3297_c + s_3265_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2677_c	s_3208_c + s_3279_c  <=> s_3299_c + s_3265_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2678_c	s_3209_c + s_3279_c  <=> s_3301_c + s_3265_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2679_c	s_3210_c + s_3279_c  <=> s_3303_c + s_3265_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2680_c	s_3211_c + s_3279_c  <=> s_3297_c + s_3309_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2681_c	s_3212_c + s_3279_c  <=> s_3299_c + s_3309_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2682_c	s_3213_c + s_3279_c  <=> s_3301_c + s_3309_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2683_c	s_3214_c + s_3279_c  <=> s_3303_c + s_3309_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2684_c	s_3207_c + s_3280_c  <=> s_3297_c + s_3266_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2685_c	s_3208_c + s_3280_c  <=> s_3299_c + s_3266_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2686_c	s_3209_c + s_3280_c  <=> s_3301_c + s_3266_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2687_c	s_3210_c + s_3280_c  <=> s_3303_c + s_3266_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2688_c	s_3211_c + s_3280_c  <=> s_3297_c + s_3310_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2689_c	s_3212_c + s_3280_c  <=> s_3299_c + s_3310_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2690_c	s_3213_c + s_3280_c  <=> s_3301_c + s_3310_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2691_c	s_3214_c + s_3280_c  <=> s_3303_c + s_3310_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2692_c	s_3207_c + s_3281_c  <=> s_3297_c + s_3267_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2693_c	s_3208_c + s_3281_c  <=> s_3299_c + s_3267_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2694_c	s_3209_c + s_3281_c  <=> s_3301_c + s_3267_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2695_c	s_3210_c + s_3281_c  <=> s_3303_c + s_3267_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2696_c	s_3211_c + s_3281_c  <=> s_3297_c + s_3311_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2697_c	s_3212_c + s_3281_c  <=> s_3299_c + s_3311_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2698_c	s_3213_c + s_3281_c  <=> s_3301_c + s_3311_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2699_c	s_3214_c + s_3281_c  <=> s_3303_c + s_3311_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2700_c	s_3207_c + s_3282_c  <=> s_3297_c + s_3268_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2701_c	s_3208_c + s_3282_c  <=> s_3299_c + s_3268_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2702_c	s_3209_c + s_3282_c  <=> s_3301_c + s_3268_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2703_c	s_3210_c + s_3282_c  <=> s_3303_c + s_3268_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2704_c	s_3211_c + s_3282_c  <=> s_3297_c + s_3312_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2705_c	s_3212_c + s_3282_c  <=> s_3299_c + s_3312_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2706_c	s_3213_c + s_3282_c  <=> s_3301_c + s_3312_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2707_c	s_3214_c + s_3282_c  <=> s_3303_c + s_3312_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2708_c	s_3207_c + s_3283_c  <=> s_3297_c + s_3269_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2709_c	s_3208_c + s_3283_c  <=> s_3299_c + s_3269_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2710_c	s_3209_c + s_3283_c  <=> s_3301_c + s_3269_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2711_c	s_3210_c + s_3283_c  <=> s_3303_c + s_3269_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2712_c	s_3211_c + s_3283_c  <=> s_3297_c + s_3313_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2713_c	s_3212_c + s_3283_c  <=> s_3299_c + s_3313_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2714_c	s_3213_c + s_3283_c  <=> s_3301_c + s_3313_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2715_c	s_3214_c + s_3283_c  <=> s_3303_c + s_3313_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2716_c	s_3207_c + s_3284_c  <=> s_3297_c + s_3235_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2717_c	s_3208_c + s_3284_c  <=> s_3299_c + s_3235_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2718_c	s_3209_c + s_3284_c  <=> s_3301_c + s_3235_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2719_c	s_3210_c + s_3284_c  <=> s_3303_c + s_3235_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2720_c	s_3211_c + s_3284_c  <=> s_3297_c + s_3237_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2721_c	s_3212_c + s_3284_c  <=> s_3299_c + s_3237_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2722_c	s_3213_c + s_3284_c  <=> s_3301_c + s_3237_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2723_c	s_3214_c + s_3284_c  <=> s_3303_c + s_3237_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2724_c	s_3207_c + s_3285_c  <=> s_3297_c + s_3239_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2725_c	s_3208_c + s_3285_c  <=> s_3299_c + s_3239_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2726_c	s_3209_c + s_3285_c  <=> s_3301_c + s_3239_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2727_c	s_3210_c + s_3285_c  <=> s_3303_c + s_3239_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2728_c	s_3211_c + s_3285_c  <=> s_3297_c + s_3314_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2729_c	s_3212_c + s_3285_c  <=> s_3299_c + s_3314_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2730_c	s_3213_c + s_3285_c  <=> s_3301_c + s_3314_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2731_c	s_3214_c + s_3285_c  <=> s_3303_c + s_3314_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2732_c	s_3207_c + s_3286_c  <=> s_3297_c + s_3241_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2733_c	s_3208_c + s_3286_c  <=> s_3299_c + s_3241_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2734_c	s_3209_c + s_3286_c  <=> s_3301_c + s_3241_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2735_c	s_3210_c + s_3286_c  <=> s_3303_c + s_3241_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2736_c	s_3211_c + s_3286_c  <=> s_3297_c + s_3243_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2737_c	s_3212_c + s_3286_c  <=> s_3299_c + s_3243_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2738_c	s_3213_c + s_3286_c  <=> s_3301_c + s_3243_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2739_c	s_3214_c + s_3286_c  <=> s_3303_c + s_3243_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2740_c	s_3207_c + s_3287_c  <=> s_3297_c + s_3245_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2741_c	s_3208_c + s_3287_c  <=> s_3299_c + s_3245_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2742_c	s_3209_c + s_3287_c  <=> s_3301_c + s_3245_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2743_c	s_3210_c + s_3287_c  <=> s_3303_c + s_3245_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2744_c	s_3211_c + s_3287_c  <=> s_3297_c + s_3315_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2745_c	s_3212_c + s_3287_c  <=> s_3299_c + s_3315_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2746_c	s_3213_c + s_3287_c  <=> s_3301_c + s_3315_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2747_c	s_3214_c + s_3287_c  <=> s_3303_c + s_3315_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2748_c	s_3207_c + s_3288_c  <=> s_3297_c + s_3247_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2749_c	s_3208_c + s_3288_c  <=> s_3299_c + s_3247_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2750_c	s_3209_c + s_3288_c  <=> s_3301_c + s_3247_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2751_c	s_3210_c + s_3288_c  <=> s_3303_c + s_3247_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2752_c	s_3211_c + s_3288_c  <=> s_3297_c + s_3249_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2753_c	s_3212_c + s_3288_c  <=> s_3299_c + s_3249_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2754_c	s_3213_c + s_3288_c  <=> s_3301_c + s_3249_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2755_c	s_3214_c + s_3288_c  <=> s_3303_c + s_3249_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2756_c	s_3207_c + s_3289_c  <=> s_3297_c + s_3251_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2757_c	s_3208_c + s_3289_c  <=> s_3299_c + s_3251_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2758_c	s_3209_c + s_3289_c  <=> s_3301_c + s_3251_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2759_c	s_3210_c + s_3289_c  <=> s_3303_c + s_3251_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2760_c	s_3211_c + s_3289_c  <=> s_3297_c + s_3316_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2761_c	s_3212_c + s_3289_c  <=> s_3299_c + s_3316_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2762_c	s_3213_c + s_3289_c  <=> s_3301_c + s_3316_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2763_c	s_3214_c + s_3289_c  <=> s_3303_c + s_3316_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2764_c	s_3207_c + s_3290_c  <=> s_3297_c + s_3253_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2765_c	s_3208_c + s_3290_c  <=> s_3299_c + s_3253_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2766_c	s_3209_c + s_3290_c  <=> s_3301_c + s_3253_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2767_c	s_3210_c + s_3290_c  <=> s_3303_c + s_3253_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2768_c	s_3211_c + s_3290_c  <=> s_3297_c + s_3255_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2769_c	s_3212_c + s_3290_c  <=> s_3299_c + s_3255_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2770_c	s_3213_c + s_3290_c  <=> s_3301_c + s_3255_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2771_c	s_3214_c + s_3290_c  <=> s_3303_c + s_3255_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2772_c	s_3207_c + s_3291_c  <=> s_3297_c + s_3257_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2773_c	s_3208_c + s_3291_c  <=> s_3299_c + s_3257_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2774_c	s_3209_c + s_3291_c  <=> s_3301_c + s_3257_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2775_c	s_3210_c + s_3291_c  <=> s_3303_c + s_3257_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2776_c	s_3211_c + s_3291_c  <=> s_3297_c + s_3317_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2777_c	s_3212_c + s_3291_c  <=> s_3299_c + s_3317_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2778_c	s_3213_c + s_3291_c  <=> s_3301_c + s_3317_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2779_c	s_3214_c + s_3291_c  <=> s_3303_c + s_3317_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2780_c	s_3207_c + s_3292_c  <=> s_3297_c + s_3259_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2781_c	s_3208_c + s_3292_c  <=> s_3299_c + s_3259_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2782_c	s_3209_c + s_3292_c  <=> s_3301_c + s_3259_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2783_c	s_3210_c + s_3292_c  <=> s_3303_c + s_3259_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2784_c	s_3211_c + s_3292_c  <=> s_3297_c + s_3261_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2785_c	s_3212_c + s_3292_c  <=> s_3299_c + s_3261_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2786_c	s_3213_c + s_3292_c  <=> s_3301_c + s_3261_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2787_c	s_3214_c + s_3292_c  <=> s_3303_c + s_3261_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2788_c	s_3207_c + s_3293_c  <=> s_3297_c + s_3263_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2789_c	s_3208_c + s_3293_c  <=> s_3299_c + s_3263_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2790_c	s_3209_c + s_3293_c  <=> s_3301_c + s_3263_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2791_c	s_3210_c + s_3293_c  <=> s_3303_c + s_3263_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2792_c	s_3211_c + s_3293_c  <=> s_3297_c + s_3318_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2793_c	s_3212_c + s_3293_c  <=> s_3299_c + s_3318_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2794_c	s_3213_c + s_3293_c  <=> s_3301_c + s_3318_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2795_c	s_3214_c + s_3293_c  <=> s_3303_c + s_3318_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2796_c	s_3207_c + s_3294_c  <=> s_3297_c + s_3265_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2797_c	s_3208_c + s_3294_c  <=> s_3299_c + s_3265_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2798_c	s_3209_c + s_3294_c  <=> s_3301_c + s_3265_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2799_c	s_3210_c + s_3294_c  <=> s_3303_c + s_3265_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2800_c	s_3211_c + s_3294_c  <=> s_3297_c + s_3267_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2801_c	s_3212_c + s_3294_c  <=> s_3299_c + s_3267_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2802_c	s_3213_c + s_3294_c  <=> s_3301_c + s_3267_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2803_c	s_3214_c + s_3294_c  <=> s_3303_c + s_3267_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2804_c	s_3207_c + s_3295_c  <=> s_3297_c + s_3269_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2805_c	s_3208_c + s_3295_c  <=> s_3299_c + s_3269_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2806_c	s_3209_c + s_3295_c  <=> s_3301_c + s_3269_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2807_c	s_3210_c + s_3295_c  <=> s_3303_c + s_3269_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2808_c	s_3211_c + s_3295_c  <=> s_3297_c + s_3319_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2809_c	s_3212_c + s_3295_c  <=> s_3299_c + s_3319_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2810_c	s_3213_c + s_3295_c  <=> s_3301_c + s_3319_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2811_c	s_3214_c + s_3295_c  <=> s_3303_c + s_3319_c 	CCM_05827	-1000.00	1000.00	  0.00
r_3100_c	s_0803_c + s_3230_c  -> s_0767_c + s_0793_c + s_2971_c 	CCM_00521 or CCM_04826 or CCM_08292 or CCM_08305 or CCM_08323	  0.00	1000.00	  0.00
r_4045_c	s_0803_c + s_1556_c  -> s_1550_c + s_0575_c 	CCM_09682	  0.00	1000.00	  0.00
r_1613_c	s_0423_c + s_0803_c  -> s_0386_c + s_1322_c 	CCM_02831 or CCM_04317 or CCM_00246 or CCM_06504	  0.00	1000.00	  0.00
r_1664_c	s_0456_c + s_0803_c  <=> s_0445_c + s_0793_c 		-1000.00	1000.00	  0.00
r_1682_c	s_1275_c + s_1416_c + s_1568_c  -> s_0662_c + s_0793_c + 2 s_0803_c + s_1413_c 	CCM_04684 or CCM_08656 or CCM_00306 or CCM_05983 or CCM_08634 or CCM_09505	  0.00	1000.00	  0.00
r_1704_c	s_0434_c + s_0589_c  <=> s_0394_c + s_0587_c 	CCM_01353 or CCM_02335	-1000.00	1000.00	  0.00
r_1729_c	s_0434_c + s_0584_c  <=> s_0394_c + s_0582_c 	CCM_03940 or CCM_04983 or CCM_07479	-1000.00	1000.00	  0.00
r_1936_c	s_0629_c  -> s_1151_c + s_1322_c 	CCM_06613	  0.00	1000.00	  0.00
r_2030_c	s_0313_c + s_0803_c  -> s_0314_c + s_1322_c 	CCM_06814	  0.00	1000.00	  0.00
r_2031_c	s_1322_c + s_1556_c  <=> s_0415_c + s_1550_c 	CCM_06297	-1000.00	1000.00	  0.00
cmt_protein_c	0.28935 s_0955_c + 0.18756 s_0965_c + 0.0983 s_0969_c + 0.16889 s_0973_c + 0.03792 s_0981_c + 0.1651 s_0991_c + 0.11668 s_0999_c + 0.20447 s_1003_c + 0.07263 s_1006_c + 0.13009 s_1016_c + 0.26281 s_1021_c + 0.13009 s_1025_c + 0.06475 s_1029_c + 0.10559 s_1032_c + 0.17793 s_1035_c + 0.22927 s_1039_c + 0.17297 s_1045_c + 0.04259 s_1048_c + 0.07701 s_1051_c + 0.18318 s_1056_c  -> m_0005_c 		  0.00	1000.00	  0.00
cmt_DNA_c	0.00536 s_0589_c + 0.00536 s_0615_c + 0.00507 s_0649_c + 0.00507 s_0584_c  -> m_0003_c 		  0.00	1000.00	  0.00
cmt_RNA_c	0.03577 s_0423_c + 0.04549 s_0526_c + 0.04549 s_0782_c + 0.03577 s_1545_c  -> m_0006_c 		  0.00	1000.00	  0.00
cmt_lipid_c	0.01086 s_0469_c + 0.00078 s_0665_c + 0.05253 s_0767_c + 0.00016 s_1065_c + 0.00016 s_1161_c + 0.02478 s_1260_c + 0.07058 s_1286_c + 0.00564 s_1293_c + 3e-05 s_1366_c + 2e-05 s_1445_c + 1e-05 s_1446_c + 0.0725 s_1449_c + 0.00757 s_0474_c + 0.00026 s_1085_c + 0.00037 s_2858_c + 0.09821 Linoleate_c + 0.00197 (9Z,12Z,15Z)-Octadecatrienoic_acid_c + 4e-05 Ceramide_c + 0.00021 (4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic_acid_c + 0.00055 Pentadecanoate_c + 3e-05 Sphingomyelin_c  -> m_0004_c 		  0.00	1000.00	  0.00
cmt_carbohydrate_c	0.63086 s_0001_c + 0.02024 s_0743_c + 0.01437 s_1541_c + 0.1102 s_1543_c + 0.02465 s_1544_c  -> m_0002_c 		  0.00	1000.00	  0.00
cmt_vitamins_c	0.04049 s_0734_c + 2e-05 s_1405_c + 0.02 s_1467_c + 0.00662 Mannitol_c + 0.1683 Cordycepin_c + 0.01321 Ergothioneine_c + 1e-09 Pentostatin_c + 0.00809 Retinol_c  -> m_0007_c 		  0.00	1000.00	  0.00
cmt_biomass_c	88.0022 s_0434_c + 88.0022 s_0803_c + m_0002_c + m_0003_c + m_0004_c + m_0005_c + m_0006_c + m_0007_c  -> 88.0022 s_0394_c + 88.0022 s_0793_c + 88.0022 s_1322_c + m_0001_c 		  0.00	1000.00	  0.00
cmt_ceramide-1_c	s_1445_c + s_1479_c  -> s_0529_c + s_0793_c + Ceramide_c 	CCM_00967 or CCM_01351 or CCM_05215	  0.00	1000.00	  0.00
cmt_ceramide-2_c	s_1445_c + s_0816_c  -> s_0529_c + s_0793_c + Ceramide_c 	CCM_00967 or CCM_01351 or CCM_05215	  0.00	1000.00	  0.00
cmt_ceramide-3_c	s_1366_c + s_1479_c  -> s_0529_c + s_0793_c + Ceramide_c 	CCM_00967 or CCM_01351 or CCM_05215	  0.00	1000.00	  0.00
cmt_ceramide-4_c	s_1366_c + s_0816_c  -> s_0529_c + s_0793_c + Ceramide_c 	CCM_00967 or CCM_01351 or CCM_05215	  0.00	1000.00	  0.00
cmt_ceramide-5_c	s_1445_c + s_1085_c  -> Ceramide_c 	CCM_00967 or CCM_01351 or CCM_05215	  0.00	1000.00	  0.00
cmt_ceramide-6_c	s_1445_c + s_0507_c  -> Ceramide_c 	CCM_00967 or CCM_01351 or CCM_05215	  0.00	1000.00	  0.00
cmt_ceramide-7_c	Ceramide_c  -> s_1366_c + s_1085_c 	CCM_08188	  0.00	1000.00	  0.00
cmt_ceramide-8_c	Ceramide_c  -> s_1366_c + s_0507_c 	CCM_08188	  0.00	1000.00	  0.00
cmt_ceramide-9_c	s_1366_c + s_1085_c  -> Ceramide_c 	CCM_00967 or CCM_01351 or CCM_05215	  0.00	1000.00	  0.00
cmt_ceramide-10_c	s_1366_c + s_0507_c  -> Ceramide_c 	CCM_00967 or CCM_01351 or CCM_05215	  0.00	1000.00	  0.00
cmt_sphingomyelin-1_c	s_0469_c + Ceramide_c  -> s_0526_c + s_0793_c + Sphingomyelin_c 	CCM_03250 or CCM_07652	  0.00	1000.00	  0.00
cmt_ethanolamine-1_c	s_0359_c + s_0419_c + s_1322_c  -> s_0803_c + s_1239_c 	CCM_00204 or CCM_02791 or CCM_02980 or CCM_06520 or CCM_08202 or CCM_08707	  0.00	1000.00	  0.00
cmt_ethanolamine-2_c	s_0419_c + s_0775_c + s_0837_c  -> s_0803_c + s_1275_c + s_0683_c 	CCM_00142 or CCM_01805 or CCM_02614 or CCM_05218 or CCM_06912 or CCM_08193	  0.00	1000.00	  0.00
cmt_ethanolamine-3_c	s_1039_c  -> s_0456_c + s_0683_c 	CCM_05648 or CCM_06063 or CCM_07932 or CCM_08421 or CCM_09213	  0.00	1000.00	  0.00
cmt_docosahexaenoate-1_c	s_0373_c + 23 s_0793_c + 10 s_1101_c + 14 s_1212_c  -> 10 s_0456_c + 11 s_0529_c + 9 s_0803_c + 14 s_1207_c + (4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic_acid_c 	CCM_00603 or CCM_01282 or CCM_01518 or CCM_01946 or CCM_01947 or CCM_02374 or CCM_02997 or CCM_04722 or CCM_08016 or CCM_08018 or CCM_08261 or CCM_09042 or CCM_09164 or CCM_09346	  0.00	1000.00	  0.00
cmt_linoleate-1_c	2 s_0793_c + s_1262_c + s_1275_c  -> 2 s_0803_c + Linoleoyl-CoA_c 	CCM_06866 or CCM_09560	  0.00	1000.00	  0.00
cmt_linoleate-2_c	s_0803_c + Linoleoyl-CoA_c  -> s_0529_c + Linoleate_c 	CCM_04252 or CCM_09322         	  0.00	1000.00	  0.00
cmt_linolenate-1_c	2 s_0793_c + s_1275_c + Linoleoyl-CoA_c  -> 2 s_0803_c + (9Z,12Z,15Z)-Octadecatrienoyl-CoA_c 	CCM_06866 or CCM_09560	  0.00	1000.00	  0.00
cmt_linolenate-2_c	s_0803_c + (9Z,12Z,15Z)-Octadecatrienoyl-CoA_c  -> s_0529_c + (9Z,12Z,15Z)-Octadecatrienoic_acid_c 	CCM_04252 or CCM_09322         	  0.00	1000.00	  0.00
cmt_pentadecanoate-1_c	2 s_0837_c + s_1286_c  -> s_0456_c + 3 s_0803_c + Pentadecanal_c 	CCM_00678 or CCM_05293 or CCM_07749	  0.00	1000.00	  0.00
cmt_pentadecanoate-2_c	s_0803_c + s_1198_c + Pentadecanal_c  -> 2 s_0793_c + s_1203_c + Pentadecanoate_c 	CCM_06293	  0.00	1000.00	  0.00
cmt_mannitol-1_c	s_0557_c + s_1203_c  -> s_0793_c + s_1198_c + D-Mannitol_1-phosphate_c 	CCM_06214 or CCM_09287	  0.00	1000.00	  0.00
cmt_mannitol-2_c	s_0574_c + s_0793_c + s_1212_c  -> s_1207_c + D-Mannitol_1-phosphate_c 		  0.00	1000.00	  0.00
cmt_mannitol-3_c	s_0803_c + D-Mannitol_1-phosphate_c  -> s_0633_c + Mannitol_c 		  0.00	1000.00	  0.00
cmt_cordycepin-1_c	s_0434_c + m_0006_c  <=> s_0633_c + 2',3'-cAMP_c + circRNA_c 		-1000.00	1000.00	  0.00
cmt_cordycepin-2_c	2',3'-cAMP_c  -> 2'-AMP_c + 3'-AMP_c 		  0.00	1000.00	  0.00
cmt_cordycepin-3_c	s_0386_c + s_0434_c  -> s_0394_c + s_1322_c + 3'-AMP_c 	CCM_04438	  0.00	1000.00	  0.00
cmt_cordycepin-4_c	3'-AMP_c  -> Cordycepin_c 	CCM_04436 and CCM_04437	  0.00	1000.00	  0.00
cmt_cordycepin-5_c	Cordycepin_c  -> s_0132_c 		  0.00	1000.00	  0.00
cmt_cordycepin-6_c	s_0386_c + s_0434_c + s_1386_c  -> Pentostatin_c 	CCM_04438	  0.00	1000.00	  0.00
cmt_retinol-1_c	s_0189_c  -> s_0633_c + Prephytoene_diphosphate_c 		  0.00	1000.00	  0.00
cmt_retinol-2_c	Prephytoene_diphosphate_c  -> s_0633_c + 15-cis-Phytoene_c 		  0.00	1000.00	  0.00
cmt_retinol-3_c	15-cis-Phytoene_c  -> 15,9'-dicis-Phytofluene_c 		  0.00	1000.00	  0.00
cmt_retinol-4_c	15,9'-dicis-Phytofluene_c  -> 9,15,9'-tricis-zeta-Carotene_c 		  0.00	1000.00	  0.00
cmt_retinol-5_c	9,15,9'-tricis-zeta-Carotene_c  -> 9,9'-dicis-zeta-Carotene_c 		  0.00	1000.00	  0.00
cmt_retinol-6_c	9,9'-dicis-zeta-Carotene_c  -> 7,9,9'-tricis-Neurosporene_c 		  0.00	1000.00	  0.00
cmt_retinol-7_c	7,9,9'-tricis-Neurosporene_c  -> 7,9,7',9'-tetracis-Lycopene_c 		  0.00	1000.00	  0.00
cmt_retinol-8_c	7,9,7',9'-tetracis-Lycopene_c  -> Lycopene_c 		  0.00	1000.00	  0.00
