Rxn name	Formula	Gene-reaction association	LB	UB	Objective
r_3241_c	s_0803_c + s_2936_c  -> s_1322_c + s_3635_c 	CCM_01708 or CCM_04317	  0.00	1000.00	  0.00
r_3242_c	s_0803_c + s_2937_c  -> s_1322_c + s_3637_c 	CCM_01708 or CCM_04317	  0.00	1000.00	  0.00
r_3243_c	s_0803_c + s_2938_c  -> s_1322_c + s_3639_c 	CCM_01708 or CCM_04317	  0.00	1000.00	  0.00
r_3252_c	s_0803_c + s_3443_c  -> s_0665_c + s_0793_c + s_1293_c 	CCM_03413	  0.00	1000.00	  0.00
r_3253_c	s_0803_c + s_3442_c  -> s_0665_c + s_0793_c + s_1260_c 	CCM_03413	  0.00	1000.00	  0.00
r_3264_c	s_0803_c + s_3011_c  -> s_0793_c + s_1286_c + s_2967_c 	CCM_08202	  0.00	1000.00	  0.00
r_3265_c	s_0803_c + s_3019_c  -> s_0793_c + s_1293_c + s_2967_c 	CCM_08202	  0.00	1000.00	  0.00
r_3266_c	s_0803_c + s_3027_c  -> s_0793_c + s_1449_c + s_2967_c 	CCM_08202	  0.00	1000.00	  0.00
r_3267_c	s_0803_c + s_3035_c  -> s_0793_c + s_1260_c + s_2967_c 	CCM_08202	  0.00	1000.00	  0.00
r_3268_c	s_0803_c + s_3013_c  -> s_0793_c + s_1286_c + s_2969_c 	CCM_08202	  0.00	1000.00	  0.00
r_3269_c	s_0803_c + s_3021_c  -> s_0793_c + s_1293_c + s_2969_c 	CCM_08202	  0.00	1000.00	  0.00
r_3270_c	s_0803_c + s_3029_c  -> s_0793_c + s_1449_c + s_2969_c 	CCM_08202	  0.00	1000.00	  0.00
r_3271_c	s_0803_c + s_3037_c  -> s_0793_c + s_1260_c + s_2969_c 	CCM_08202	  0.00	1000.00	  0.00
r_3272_c	s_0803_c + s_3015_c  -> s_0793_c + s_1286_c + s_2971_c 	CCM_08202	  0.00	1000.00	  0.00
r_3273_c	s_0803_c + s_3023_c  -> s_0793_c + s_1293_c + s_2971_c 	CCM_08202	  0.00	1000.00	  0.00
r_3274_c	s_0803_c + s_3031_c  -> s_0793_c + s_1449_c + s_2971_c 	CCM_08202	  0.00	1000.00	  0.00
r_3275_c	s_0803_c + s_3039_c  -> s_0793_c + s_1260_c + s_2971_c 	CCM_08202	  0.00	1000.00	  0.00
r_3276_c	s_0803_c + s_3017_c  -> s_0793_c + s_1286_c + s_2973_c 	CCM_08202	  0.00	1000.00	  0.00
r_3277_c	s_0803_c + s_3025_c  -> s_0793_c + s_1293_c + s_2973_c 	CCM_08202	  0.00	1000.00	  0.00
r_3278_c	s_0803_c + s_3033_c  -> s_0793_c + s_1449_c + s_2973_c 	CCM_08202	  0.00	1000.00	  0.00
r_3279_c	s_0803_c + s_3041_c  -> s_0793_c + s_1260_c + s_2973_c 	CCM_08202	  0.00	1000.00	  0.00
r_3280_c	s_0803_c + s_3012_c  -> s_0793_c + s_1286_c + s_2968_c 	CCM_08202	  0.00	1000.00	  0.00
r_3281_c	s_0803_c + s_3020_c  -> s_0793_c + s_1293_c + s_2968_c 	CCM_08202	  0.00	1000.00	  0.00
r_3282_c	s_0803_c + s_3028_c  -> s_0793_c + s_1449_c + s_2968_c 	CCM_08202	  0.00	1000.00	  0.00
r_3283_c	s_0803_c + s_3036_c  -> s_0793_c + s_1260_c + s_2968_c 	CCM_08202	  0.00	1000.00	  0.00
r_3284_c	s_0803_c + s_3014_c  -> s_0793_c + s_1286_c + s_2970_c 	CCM_08202	  0.00	1000.00	  0.00
r_3285_c	s_0803_c + s_3022_c  -> s_0793_c + s_1293_c + s_2970_c 	CCM_08202	  0.00	1000.00	  0.00
r_3286_c	s_0803_c + s_3030_c  -> s_0793_c + s_1449_c + s_2970_c 	CCM_08202	  0.00	1000.00	  0.00
r_3287_c	s_0803_c + s_3038_c  -> s_0793_c + s_1260_c + s_2970_c 	CCM_08202	  0.00	1000.00	  0.00
r_3288_c	s_0803_c + s_3016_c  -> s_0793_c + s_1286_c + s_2972_c 	CCM_08202	  0.00	1000.00	  0.00
r_3289_c	s_0803_c + s_3024_c  -> s_0793_c + s_1293_c + s_2972_c 	CCM_08202	  0.00	1000.00	  0.00
r_3290_c	s_0803_c + s_3032_c  -> s_0793_c + s_1449_c + s_2972_c 	CCM_08202	  0.00	1000.00	  0.00
r_3291_c	s_0803_c + s_3040_c  -> s_0793_c + s_1260_c + s_2972_c 	CCM_08202	  0.00	1000.00	  0.00
r_3292_c	s_0803_c + s_3018_c  -> s_0793_c + s_1286_c + s_2974_c 	CCM_08202	  0.00	1000.00	  0.00
r_3293_c	s_0803_c + s_3026_c  -> s_0793_c + s_1293_c + s_2974_c 	CCM_08202	  0.00	1000.00	  0.00
r_3294_c	s_0803_c + s_3034_c  -> s_0793_c + s_1449_c + s_2974_c 	CCM_08202	  0.00	1000.00	  0.00
r_3295_c	s_0803_c + s_3042_c  -> s_0793_c + s_1260_c + s_2974_c 	CCM_08202	  0.00	1000.00	  0.00
r_1603_c	s_0300_c + 2 s_0793_c  -> s_0270_c + s_0775_c + s_1322_c 	CCM_05035	  0.00	1000.00	  0.00
r_0015_c	s_0141_c + s_0793_c + s_1212_c  -> s_0142_c + s_1207_c 	CCM_05336	  0.00	1000.00	  0.00
r_0019_c	s_0793_c + s_1212_c + s_0149_c  -> s_1207_c + s_0030_c 	CCM_01607 or CCM_04984 or CCM_06420	  0.00	1000.00	  0.00
r_0033_c	s_0803_c + s_0192_c  -> s_0423_c + s_0793_c 	CCM_02664	  0.00	1000.00	  0.00
r_0036_c	s_0803_c + s_0195_c  -> s_0782_c + s_0793_c 	CCM_02664	  0.00	1000.00	  0.00
r_0041_c	2 s_0793_c + s_1212_c + s_0231_c  -> s_1207_c + s_1445_c 	CCM_01666	  0.00	1000.00	  0.00
r_0066_c	s_0515_c + s_0999_c  -> s_0991_c + s_0269_c 	CCM_07158	  0.00	1000.00	  0.00
r_0084_c	s_0434_c + s_0319_c  -> s_0304_c + s_0394_c + s_1322_c 	CCM_06760	  0.00	1000.00	  0.00
r_0094_c	s_0955_c + s_1368_c  -> s_0456_c + s_0529_c + 4 s_0793_c + s_0352_c 	CCM_08606	  0.00	1000.00	  0.00
r_0145_c	s_0793_c + s_1416_c  -> s_0456_c + s_1420_c 	CCM_04914	  0.00	1000.00	  0.00
r_0146_c	s_1416_c + s_0352_c  <=> s_0341_c + s_1412_c 	CCM_08605	-1000.00	1000.00	  0.00
r_0147_c	s_0434_c  -> s_0633_c + s_0192_c 	CCM_06928	  0.00	1000.00	  0.00
r_0202_c	s_0427_c + s_1386_c  -> s_0633_c + s_1187_c 	CCM_03860	  0.00	1000.00	  0.00
r_0204_c	s_0803_c + s_1282_c  <=> 2 s_0394_c + 2 s_0793_c 	CCM_08215 or CCM_04282	-1000.00	1000.00	  0.00
r_0205_c	s_0793_c + s_1212_c + s_0963_c  -> s_1207_c + s_0961_c 	CCM_03850 or CCM_06364	  0.00	1000.00	  0.00
r_0222_c	s_0394_c + s_0434_c + s_0793_c  -> s_1322_c + s_1282_c 	CCM_02703 or CCM_02754	  0.00	1000.00	  0.00
r_0230_c	s_0434_c + s_0451_c + s_0793_c  -> s_0633_c + s_0453_c 	CCM_05319	  0.00	1000.00	  0.00
r_0231_c	s_0262_c + s_0793_c + s_1212_c  -> s_0122_c + s_1207_c 	CCM_02751 or CCM_03387	  0.00	1000.00	  0.00
r_0236_c	s_0793_c + s_1212_c + s_0209_c  -> s_0296_c + s_1207_c 	CCM_05105	  0.00	1000.00	  0.00
r_0249_c	s_0286_c + s_1231_c  <=> s_0633_c + 2 s_0793_c + s_1230_c 	CCM_07474 or CCM_08326 or CCM_05066 or CCM_07935	-1000.00	1000.00	  0.00
r_0264_c	s_1445_c + s_0816_c  -> s_0478_c + s_0529_c + s_0793_c 	CCM_00967 or CCM_01351 or CCM_05215	  0.00	1000.00	  0.00
r_0266_c	s_1366_c + s_0816_c  -> s_0484_c + s_0529_c + s_0793_c 	CCM_00967 or CCM_01351 or CCM_05215	  0.00	1000.00	  0.00
r_0273_c	s_0434_c + s_0511_c  -> s_0394_c + s_0514_c + s_0793_c 	CCM_04857	  0.00	1000.00	  0.00
r_0311_c	s_0981_c + s_1233_c  -> s_0362_c + s_0793_c + s_0980_c 	CCM_01210 or CCM_08893	  0.00	1000.00	  0.00
r_0315_c	s_0543_c + s_0785_c  -> s_0526_c + s_0739_c + s_0793_c 	CCM_00401	  0.00	1000.00	  0.00
r_0332_c	s_0434_c + s_0152_c  -> s_0394_c + s_0793_c + s_0153_c 	CCM_05337	  0.00	1000.00	  0.00
r_0335_c	s_0434_c + s_0456_c + s_0341_c  <=> s_0394_c + s_0612_c + 3 s_0793_c + s_1322_c 	CCM_08605	-1000.00	1000.00	  0.00
r_0344_c	s_0625_c + s_0793_c + s_1212_c  -> s_1207_c + s_1487_c 	CCM_01813 or CCM_02881	  0.00	1000.00	  0.00
r_0346_c	s_0434_c + s_0991_c + s_0347_c  -> s_0394_c + s_0625_c + s_0793_c + s_1322_c 	CCM_04111 or CCM_04112 or CCM_06548 or CCM_09601	  0.00	1000.00	  0.00
r_0360_c	s_0539_c + s_0642_c  -> s_0467_c + s_0645_c + s_0793_c 	CCM_07706	  0.00	1000.00	  0.00
r_0361_c	s_0645_c + s_0743_c  -> s_0644_c + s_0739_c 	CCM_00704 or CCM_01823 or CCM_05300	  0.00	1000.00	  0.00
r_0363_c	s_0434_c + s_0649_c  -> s_0394_c + s_0647_c 	CCM_04216 or CCM_09396	  0.00	1000.00	  0.00
r_0368_c	s_0434_c + s_0683_c  -> s_0394_c + s_0793_c + s_1239_c 	CCM_01118	  0.00	1000.00	  0.00
r_0440_c	s_0434_c + s_0714_c + s_0793_c  -> s_0633_c + s_0687_c 	CCM_05212	  0.00	1000.00	  0.00
r_0460_c	s_0434_c + s_0981_c + s_0991_c  -> s_0394_c + s_0793_c + s_1322_c + s_0988_c 	CCM_00539 or CCM_08133	  0.00	1000.00	  0.00
r_0485_c	s_0434_c + s_1003_c + s_0988_c  -> s_0394_c + s_0750_c + s_0793_c + s_1322_c 	CCM_01501	  0.00	1000.00	  0.00
r_0489_c	s_0767_c + s_0803_c  -> s_0765_c + s_1322_c 	CCM_06603	  0.00	1000.00	  0.00
r_0497_c	s_0803_c + s_1432_c  -> s_0511_c + s_0767_c + s_0793_c 	CCM_05136 or CCM_06073 or CCM_08480 or CCM_08933	  0.00	1000.00	  0.00
r_0499_c	s_0120_c + s_0325_c  -> s_0301_c + s_0793_c + s_1487_c 	CCM_05854 or CCM_07381 or CCM_09067	  0.00	1000.00	  0.00
r_0537_c	s_0803_c + s_1011_c  -> s_1010_c + s_1322_c 	CCM_07335	  0.00	1000.00	  0.00
r_0544_c	s_1012_c + s_1416_c  -> s_0793_c + s_1029_c + s_1413_c 	CCM_05252	  0.00	1000.00	  0.00
r_0561_c	s_0270_c + s_0434_c  -> s_0394_c + s_0793_c + s_0268_c 	CCM_09434	  0.00	1000.00	  0.00
r_0571_c	s_0434_c + s_0793_c + s_1156_c  -> s_0394_c + s_1158_c 	CCM_01434	  0.00	1000.00	  0.00
r_0573_c	s_0434_c + s_0793_c + s_0124_c  -> s_0394_c + s_1156_c 	CCM_08832	  0.00	1000.00	  0.00
r_0574_c	s_0434_c + s_0793_c + s_0125_c  -> s_0394_c + s_0124_c 	CCM_08832	  0.00	1000.00	  0.00
r_0671_c	s_0793_c + s_1020_c + s_1212_c + s_1275_c  -> s_0222_c + s_0803_c + s_1207_c 	CCM_06016	  0.00	1000.00	  0.00
r_0687_c	s_0116_c + 2 s_0793_c + s_1212_c  -> s_1035_c + s_1207_c 	CCM_01522	  0.00	1000.00	  0.00
r_0688_c	s_0793_c + s_1151_c + s_1212_c  -> s_1207_c + s_0062_c 	CCM_00586 or CCM_05147	  0.00	1000.00	  0.00
r_0722_c	s_0573_c + s_0785_c + s_0793_c  -> s_0633_c + s_0743_c 	CCM_08766	  0.00	1000.00	  0.00
r_0788_c	s_0394_c + s_0803_c  -> s_0423_c + s_0793_c + s_1322_c 	CCM_00441 or CCM_07752	  0.00	1000.00	  0.00
r_0792_c	s_0467_c + s_0803_c  -> s_0526_c + s_0793_c + s_1322_c 	CCM_00441 or CCM_07752	  0.00	1000.00	  0.00
r_0793_c	s_0803_c + s_0846_c  -> s_0793_c + s_0849_c + s_1322_c 	CCM_00441 or CCM_07752	  0.00	1000.00	  0.00
r_0805_c	s_0803_c + s_1559_c  -> s_0793_c + s_1322_c + s_1538_c 	CCM_00441 or CCM_07752	  0.00	1000.00	  0.00
r_0806_c	s_0539_c + s_0803_c  -> s_0467_c + s_0793_c + s_1322_c 	CCM_00441 or CCM_07752	  0.00	1000.00	  0.00
r_0843_c	s_0434_c + s_0441_c + s_0030_c  -> s_0031_c + s_0423_c + s_0633_c + s_0793_c 	CCM_05670	  0.00	1000.00	  0.00
r_0851_c	s_0180_c + s_1032_c  <=> s_0991_c + s_0951_c 	CCM_03801 or CCM_04239 or CCM_05388 or CCM_05868 or CCM_06988 or CCM_07489	-1000.00	1000.00	  0.00
r_0885_c	s_0539_c + s_0793_c + s_1239_c  -> s_0633_c + s_0474_c 	CCM_09577	  0.00	1000.00	  0.00
r_0893_c	s_0260_c  <=> s_0188_c 	CCM_01016 or CCM_02604 or CCM_06480	-1000.00	1000.00	  0.00
r_0903_c	s_0434_c + s_0268_c  -> s_0267_c + s_0394_c 	CCM_09434	  0.00	1000.00	  0.00
r_0904_c	s_0019_c + s_0434_c  -> s_0018_c + s_0394_c 	CCM_05380	  0.00	1000.00	  0.00
r_0906_c	s_0793_c + s_1188_c  -> s_0456_c + s_1307_c 	CCM_02182	  0.00	1000.00	  0.00
r_0913_c	s_1187_c  -> s_0076_c 	CCM_07240	  0.00	1000.00	  0.00
r_0920_c	s_1366_c + s_0507_c  -> s_0484_c 	CCM_00967 or CCM_01351 or CCM_05215	  0.00	1000.00	  0.00
r_0938_c	s_0793_c + s_1377_c  -> s_0456_c + s_0803_c + s_0951_c 	CCM_07493	  0.00	1000.00	  0.00
r_0993_c	s_1039_c + s_1302_c  -> s_0456_c + s_0529_c + s_0231_c 	CCM_01184 or CCM_09427	  0.00	1000.00	  0.00
r_0999_c	s_0924_c + s_1431_c  -> 3 s_0793_c + s_1430_c 	CCM_04648	  0.00	1000.00	  0.00
r_1005_c	s_0803_c + s_1446_c  -> s_1322_c + s_1445_c 	CCM_00246	  0.00	1000.00	  0.00
r_1007_c	s_0434_c + s_1445_c  -> s_0394_c + s_0793_c + s_1446_c 	CCM_00739	  0.00	1000.00	  0.00
r_1011_c	s_0793_c + s_1212_c + s_1275_c + s_1447_c  -> s_0037_c + s_0803_c + s_1207_c 	CCM_07184	  0.00	1000.00	  0.00
r_1033_c	s_0803_c + s_1497_c  -> s_1322_c + s_1489_c 	CCM_00187 or CCM_00481 or CCM_02266 or CCM_05160 or CCM_07556 or CCM_07965 or CCM_07972 or CCM_08674 or CCM_08728 or CCM_03826 or CCM_05625 or CCM_09478 or CCM_09635	  0.00	1000.00	  0.00
r_1034_c	s_0434_c + s_1489_c  -> s_0423_c + s_0793_c + s_1475_c 	CCM_00395 or CCM_02281 or CCM_02368 or CCM_02875	  0.00	1000.00	  0.00
r_1051_c	s_0803_c + s_0409_c  -> s_1322_c + s_1520_c 	CCM_01167 or CCM_06849 or CCM_09241	  0.00	1000.00	  0.00
r_1063_c	s_0204_c + s_0991_c  <=> s_0180_c + s_1051_c 	CCM_03801 or CCM_04239 or CCM_05388 or CCM_05868 or CCM_06988 or CCM_07489	-1000.00	1000.00	  0.00
r_1077_c	s_0434_c + s_1556_c  -> s_0394_c + s_0793_c + s_1545_c 	CCM_00401	  0.00	1000.00	  0.00
r_1078_c	s_0785_c + s_1556_c  -> s_0739_c + s_0793_c + s_1545_c 	CCM_00401	  0.00	1000.00	  0.00
r_1082_c	2 s_1416_c + s_1558_c  -> s_0793_c + 2 s_1413_c + s_1375_c 	CCM_00963	  0.00	1000.00	  0.00
r_1083_c	s_1378_c  -> s_0803_c + s_1558_c 	CCM_01233	  0.00	1000.00	  0.00
r_1093_c	s_0793_c + s_1212_c + s_0578_c  -> s_1207_c + s_1566_c 	CCM_03850 or CCM_06364	  0.00	1000.00	  0.00
r_1094_c	s_0434_c + s_0580_c  -> s_0394_c + s_0581_c + s_0793_c 	CCM_09684	  0.00	1000.00	  0.00
r_2117_c	s_1032_c + s_1399_c  <=> s_0955_c + s_0951_c 	CCM_03801 or CCM_04239 or CCM_05388 or CCM_05868 or CCM_06988 or CCM_07489	-1000.00	1000.00	  0.00
r_2119_c	s_0204_c + s_0955_c  <=> s_1051_c + s_1399_c 	CCM_03801 or CCM_04239 or CCM_05388 or CCM_05868 or CCM_06988 or CCM_07489	-1000.00	1000.00	  0.00
r_0234_c	s_1207_c + s_1578_c  -> s_0456_c + s_0793_c + s_1212_c + s_1579_c 	CCM_07037	  0.00	1000.00	  0.00
r_0235_c	s_0297_c + s_1198_c  -> s_0456_c + s_0793_c + s_1203_c + s_0209_c 	CCM_07037	  0.00	1000.00	  0.00
r_0237_c	s_0793_c + s_1212_c + s_1579_c  -> s_1207_c + s_1568_c 	CCM_05105	  0.00	1000.00	  0.00
r_0446_c	s_0434_c + s_0722_c + s_1487_c  <=> s_0120_c + s_0394_c + s_1322_c 	CCM_04111 or CCM_04112 or CCM_06548	-1000.00	1000.00	  0.00
r_0453_c	s_0061_c + s_0725_c  -> s_1269_c + s_1458_c 	CCM_08217	  0.00	1000.00	  0.00
r_0678_c	s_0434_c + s_0793_c + s_0953_c + s_1212_c  -> s_0423_c + s_0633_c + s_0959_c + s_1207_c 	CCM_00621 or CCM_02691 or CCM_03255 or CCM_03390 or CCM_06702	  0.00	1000.00	  0.00
r_0689_c	s_1039_c  -> s_0419_c + s_1399_c 	CCM_00163 or CCM_01396 or CCM_01983 or CCM_04445	  0.00	1000.00	  0.00
r_0724_c	s_0304_c + s_0803_c  <=> s_0120_c + s_0793_c 		-1000.00	1000.00	  0.00
r_0732_c	s_0306_c + s_1207_c  <=> s_0304_c + s_1212_c 		-1000.00	1000.00	  0.00
r_0957_c	s_0118_c + 2 s_0793_c + s_1212_c  -> s_1035_c + s_1207_c 	CCM_01522	  0.00	1000.00	  0.00
r_0969_c	s_0434_c + s_0575_c  -> s_0394_c + s_0793_c + s_1408_c 	CCM_05337	  0.00	1000.00	  0.00
r_0992_c	s_0373_c + s_1039_c  -> s_0529_c + s_1234_c 	CCM_01130 or CCM_06127 or CCM_09306	  0.00	1000.00	  0.00
r_1010_c	s_0793_c + s_1203_c + s_1275_c + s_1447_c  -> s_0037_c + s_0803_c + s_1198_c 	CCM_07184	  0.00	1000.00	  0.00
r_1026_c	s_0394_c + s_0793_c + s_1467_c  -> s_0298_c + s_1322_c 	CCM_06642	  0.00	1000.00	  0.00
r_1027_c	5 s_0793_c + 3 s_1212_c + s_1469_c  -> 3 s_0803_c + s_0841_c + 3 s_1207_c 	CCM_00446 or CCM_04512	  0.00	1000.00	  0.00
r_2168_c	s_0054_c  <=> s_0803_c + s_1519_c 	CCM_01449	-1000.00	1000.00	  0.00
r_2170_c	s_0229_c  <=> s_0803_c + s_1516_c 	CCM_01449	-1000.00	1000.00	  0.00
r_2171_c	s_2804_c  <=> s_0803_c + s_2812_c 	CCM_01449	-1000.00	1000.00	  0.00
r_2172_c	s_2805_c  <=> s_0803_c + s_2813_c 	CCM_01449	-1000.00	1000.00	  0.00
r_2173_c	s_2806_c  <=> s_0803_c + s_2814_c 	CCM_01449	-1000.00	1000.00	  0.00
r_2177_c	s_0793_c + s_1212_c + s_1516_c  -> s_1207_c + s_1454_c 	CCM_05177	  0.00	1000.00	  0.00
r_2178_c	s_0793_c + s_1212_c + s_2812_c  -> s_1207_c + s_2793_c 	CCM_05177	  0.00	1000.00	  0.00
r_2179_c	s_0793_c + s_1212_c + s_2813_c  -> s_1207_c + s_2795_c 	CCM_05177	  0.00	1000.00	  0.00
r_2180_c	s_0793_c + s_1212_c + s_2814_c  -> s_1207_c + s_1479_c 	CCM_05177	  0.00	1000.00	  0.00
r_2181_c	s_0793_c + s_1212_c + s_1513_c  -> s_1207_c + s_0816_c 	CCM_05177	  0.00	1000.00	  0.00
r_2209_c	s_0434_c + s_0529_c + s_2858_c  <=> s_0423_c + s_0633_c + s_2793_c 	CCM_05072 or CCM_05216 or CCM_05423 or CCM_05690 or CCM_06701 or CCM_07930 or CCM_08889	-1000.00	1000.00	  0.00
r_2211_c	s_0434_c + s_0529_c + s_1085_c  <=> s_0423_c + s_0633_c + s_1479_c 	CCM_05072 or CCM_05216 or CCM_05423 or CCM_05690 or CCM_06701 or CCM_07930 or CCM_08889	-1000.00	1000.00	  0.00
r_2521_c	s_2969_c + s_0474_c  -> s_0526_c + s_0793_c + s_3132_c 	CCM_03250 or CCM_07652	  0.00	1000.00	  0.00
r_2523_c	s_2973_c + s_0474_c  -> s_0526_c + s_0793_c + s_3136_c 	CCM_03250 or CCM_07652	  0.00	1000.00	  0.00
r_2524_c	s_2968_c + s_0474_c  -> s_0526_c + s_0793_c + s_3138_c 	CCM_03250 or CCM_07652	  0.00	1000.00	  0.00
r_2525_c	s_2970_c + s_0474_c  -> s_0526_c + s_0793_c + s_3140_c 	CCM_03250 or CCM_07652	  0.00	1000.00	  0.00
r_2527_c	s_2974_c + s_0474_c  -> s_0526_c + s_0793_c + s_3144_c 	CCM_03250 or CCM_07652	  0.00	1000.00	  0.00
r_2620_c	s_3207_c + s_3270_c  <=> s_3297_c + s_3240_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2621_c	s_3208_c + s_3270_c  <=> s_3299_c + s_3240_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2622_c	s_3209_c + s_3270_c  <=> s_3301_c + s_3240_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2623_c	s_3210_c + s_3270_c  <=> s_3303_c + s_3240_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2624_c	s_3211_c + s_3270_c  <=> s_3297_c + s_3252_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2625_c	s_3212_c + s_3270_c  <=> s_3299_c + s_3252_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2626_c	s_3213_c + s_3270_c  <=> s_3301_c + s_3252_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2627_c	s_3214_c + s_3270_c  <=> s_3303_c + s_3252_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2628_c	s_3207_c + s_3272_c  <=> s_3297_c + s_3241_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2629_c	s_3208_c + s_3272_c  <=> s_3299_c + s_3241_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2630_c	s_3209_c + s_3272_c  <=> s_3301_c + s_3241_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2631_c	s_3210_c + s_3272_c  <=> s_3303_c + s_3241_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2632_c	s_3211_c + s_3272_c  <=> s_3297_c + s_3253_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2633_c	s_3212_c + s_3272_c  <=> s_3299_c + s_3253_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2634_c	s_3213_c + s_3272_c  <=> s_3301_c + s_3253_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2635_c	s_3214_c + s_3272_c  <=> s_3303_c + s_3253_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2636_c	s_3207_c + s_3273_c  <=> s_3297_c + s_3242_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2637_c	s_3208_c + s_3273_c  <=> s_3299_c + s_3242_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2638_c	s_3209_c + s_3273_c  <=> s_3301_c + s_3242_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2639_c	s_3210_c + s_3273_c  <=> s_3303_c + s_3242_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2640_c	s_3211_c + s_3273_c  <=> s_3297_c + s_3254_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2641_c	s_3212_c + s_3273_c  <=> s_3299_c + s_3254_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2642_c	s_3213_c + s_3273_c  <=> s_3301_c + s_3254_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2643_c	s_3214_c + s_3273_c  <=> s_3303_c + s_3254_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2644_c	s_3207_c + s_3274_c  <=> s_3297_c + s_3243_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2645_c	s_3208_c + s_3274_c  <=> s_3299_c + s_3243_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2646_c	s_3209_c + s_3274_c  <=> s_3301_c + s_3243_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2647_c	s_3210_c + s_3274_c  <=> s_3303_c + s_3243_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2648_c	s_3211_c + s_3274_c  <=> s_3297_c + s_3255_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2649_c	s_3212_c + s_3274_c  <=> s_3299_c + s_3255_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2650_c	s_3213_c + s_3274_c  <=> s_3301_c + s_3255_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2651_c	s_3214_c + s_3274_c  <=> s_3303_c + s_3255_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2652_c	s_3207_c + s_3275_c  <=> s_3297_c + s_3244_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2653_c	s_3208_c + s_3275_c  <=> s_3299_c + s_3244_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2654_c	s_3209_c + s_3275_c  <=> s_3301_c + s_3244_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2655_c	s_3210_c + s_3275_c  <=> s_3303_c + s_3244_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2656_c	s_3211_c + s_3275_c  <=> s_3297_c + s_3256_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2657_c	s_3212_c + s_3275_c  <=> s_3299_c + s_3256_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2658_c	s_3213_c + s_3275_c  <=> s_3301_c + s_3256_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2659_c	s_3214_c + s_3275_c  <=> s_3303_c + s_3256_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2660_c	s_3207_c + s_3276_c  <=> s_3297_c + s_3245_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2661_c	s_3208_c + s_3276_c  <=> s_3299_c + s_3245_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2662_c	s_3209_c + s_3276_c  <=> s_3301_c + s_3245_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2663_c	s_3210_c + s_3276_c  <=> s_3303_c + s_3245_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2664_c	s_3211_c + s_3276_c  <=> s_3297_c + s_3257_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2665_c	s_3212_c + s_3276_c  <=> s_3299_c + s_3257_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2666_c	s_3213_c + s_3276_c  <=> s_3301_c + s_3257_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2667_c	s_3214_c + s_3276_c  <=> s_3303_c + s_3257_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2668_c	s_3207_c + s_3278_c  <=> s_3297_c + s_3264_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2669_c	s_3208_c + s_3278_c  <=> s_3299_c + s_3264_c 	CCM_05827	-1000.00	1000.00	  0.00
r_2670_c	s_3209_c + s_3278_c  <=> s_3301_c + s_3264_c 	CCM_05827	-1000.00	1000.00	  0.00
